"game_id","game_date","home_team","away_team","home_score","away_score","actual_margin","actual_total","proj_home","proj_away","proj_spread","proj_total","model_id","model_name","model_fav","model_fav_spread","ats_result","ats_pnl","ml_result","ou_result","ou_pnl","impl_ml_home","impl_ml_away","graded_at"
"6539260",2026-01-30,"Delaware","Utah",9,16,-7,25,6,18,-12,24,"v1","Baseline (40/40/20)","Utah",-12,"No Cover",-100,"Correct","Over",90.91,2500,-2500,"2026-03-16 19:32"
"6538969",2026-01-31,"Army West Point","Massachusetts",14,8,6,22,10.5,9.5,1,20,"v1","Baseline (40/40/20)","Army West Point",-1,"Cover",90.91,"Correct","Over",90.91,-158,158,"2026-03-16 19:32"
"6539171",2026-01-31,"Denver","Cleveland St.",20,1,19,21,13,5,8,18,"v1","Baseline (40/40/20)","Denver",-8,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539542",2026-01-31,"Holy Cross","Providence",10,15,-5,25,9.5,10,-0.5,19.5,"v1","Baseline (40/40/20)","Providence",-0.5,"Cover",90.91,"Correct","Over",90.91,126,-126,"2026-03-16 19:32"
"6539062",2026-01-31,"Jacksonville","Rutgers",10,11,-1,21,12,9,3,21,"v1","Baseline (40/40/20)","Jacksonville",-3,"No Cover",-100,"Incorrect","Push",0,-411,411,"2026-03-16 19:32"
"6539586",2026-01-31,"Mercer","Hampton",18,9,9,27,14.5,12,2.5,26.5,"v1","Baseline (40/40/20)","Mercer",-2.5,"Cover",90.91,"Correct","Over",90.91,-321,321,"2026-03-16 19:32"
"6539485",2026-02-01,"Air Force","Lafayette",13,12,1,25,7.5,16.5,-9,24,"v1","Baseline (40/40/20)","Lafayette",-9,"No Cover",-100,"Incorrect","Over",90.91,2500,-2500,"2026-03-16 19:32"
"6539240",2026-02-01,"Bucknell","Manhattan",14,8,6,22,14.5,8,6.5,22.5,"v1","Baseline (40/40/20)","Bucknell",-6.5,"No Cover",-100,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539152",2026-02-01,"Ohio St.","Detroit Mercy",19,3,16,22,16,5,11,21,"v1","Baseline (40/40/20)","Ohio St.",-11,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539598",2026-02-01,"Penn St.","Colgate",18,14,4,32,19.5,9.5,10,29,"v1","Baseline (40/40/20)","Penn St.",-10,"No Cover",-100,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539554",2026-02-01,"Syracuse","Boston U.",13,6,7,19,12.5,10,2.5,22.5,"v1","Baseline (40/40/20)","Syracuse",-2.5,"Cover",90.91,"Correct","Under",-100,-321,321,"2026-03-16 19:32"
"6539727",2026-02-02,"Duke","Bellarmine",23,8,15,31,23.5,7.5,16,31,"v1","Baseline (40/40/20)","Duke",-16,"No Cover",-100,"Correct","Push",0,-2500,2500,"2026-03-16 19:32"
"6539081",2026-02-02,"Iona","Hofstra",7,14,-7,21,5.5,10,-4.5,15.5,"v1","Baseline (40/40/20)","Hofstra",-4.5,"Cover",90.91,"Correct","Over",90.91,907,-907,"2026-03-16 19:32"
"6539755",2026-02-02,"Johns Hopkins","Robert Morris",17,2,15,19,13,8.5,4.5,21.5,"v1","Baseline (40/40/20)","Johns Hopkins",-4.5,"Cover",90.91,"Correct","Under",-100,-907,907,"2026-03-16 19:32"
"6587815",2026-02-03,"Hampton","NJIT",8,22,-14,30,11,17.5,-6.5,28.5,"v1","Baseline (40/40/20)","NJIT",-6.5,"Cover",90.91,"Correct","Over",90.91,2500,-2500,"2026-03-16 19:32"
"6539647",2026-02-06,"Boston U.","Siena",23,7,16,30,14,12,2,26,"v1","Baseline (40/40/20)","Boston U.",-2,"Cover",90.91,"Correct","Over",90.91,-252,252,"2026-03-16 19:32"
"6539299",2026-02-06,"Bucknell","St. Bonaventure",11,2,9,13,12,8.5,3.5,20.5,"v1","Baseline (40/40/20)","Bucknell",-3.5,"Cover",90.91,"Correct","Under",-100,-530,530,"2026-03-16 19:32"
"6539215",2026-02-06,"Drexel","Delaware",11,1,10,12,13.5,5.5,8,19,"v1","Baseline (40/40/20)","Drexel",-8,"Cover",90.91,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539262",2026-02-06,"Duke","Utah",14,7,7,21,14,11,3,25,"v1","Baseline (40/40/20)","Duke",-3,"Cover",90.91,"Correct","Under",-100,-411,411,"2026-03-16 19:32"
"6539516",2026-02-06,"Hofstra","Holy Cross",8,9,-1,17,8,7.5,0.5,15.5,"v1","Baseline (40/40/20)","Hofstra",-0.5,"No Cover",-100,"Incorrect","Over",90.91,-126,126,"2026-03-16 19:32"
"6539018",2026-02-06,"LIU","Mount St. Mary's",14,12,2,26,14.5,7,7.5,21.5,"v1","Baseline (40/40/20)","LIU",-7.5,"No Cover",-100,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539767",2026-02-06,"Lehigh","Fairfield",13,14,-1,27,13.5,13,0.5,26.5,"v1","Baseline (40/40/20)","Lehigh",-0.5,"No Cover",-100,"Incorrect","Over",90.91,-126,126,"2026-03-16 19:32"
"6539242",2026-02-06,"Manhattan","Monmouth",9,15,-6,24,6.5,12,-5.5,18.5,"v1","Baseline (40/40/20)","Monmouth",-5.5,"Cover",90.91,"Correct","Over",90.91,1623,-1623,"2026-03-16 19:32"
"6588762",2026-02-06,"Navy","Iona",17,7,10,24,17.5,6.5,11,24,"v1","Baseline (40/40/20)","Navy",-11,"No Cover",-100,"Correct","Push",0,-2500,2500,"2026-03-16 19:32"
"6539544",2026-02-06,"Providence","Bryant",16,11,5,27,11.5,8.5,3,20,"v1","Baseline (40/40/20)","Providence",-3,"Cover",90.91,"Correct","Over",90.91,-411,411,"2026-03-16 19:32"
"6539757",2026-02-06,"Sacred Heart","Stony Brook",16,11,5,27,14.5,10,4.5,24.5,"v1","Baseline (40/40/20)","Sacred Heart",-4.5,"Cover",90.91,"Correct","Over",90.91,-907,907,"2026-03-16 19:32"
"6588693",2026-02-06,"UMass Lowell","Quinnipiac",12,15,-3,27,14.5,10,4.5,24.5,"v1","Baseline (40/40/20)","UMass Lowell",-4.5,"No Cover",-100,"Incorrect","Over",90.91,-907,907,"2026-03-16 19:32"
"6539463",2026-02-07,"Denver","Air Force",10,2,8,12,14.5,6,8.5,20.5,"v1","Baseline (40/40/20)","Denver",-8.5,"No Cover",-100,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539193",2026-02-07,"High Point","VMI",19,11,8,30,12,15,-3,27,"v1","Baseline (40/40/20)","VMI",-3,"No Cover",-100,"Incorrect","Over",90.91,411,-411,"2026-03-16 19:32"
"6538788",2026-02-07,"Hobart","Canisius",13,8,5,21,8.5,8,0.5,16.5,"v1","Baseline (40/40/20)","Hobart",-0.5,"Cover",90.91,"Correct","Over",90.91,-126,126,"2026-03-16 19:32"
"6538947",2026-02-07,"Marquette","Michigan",7,14,-7,21,11.5,14,-2.5,25.5,"v1","Baseline (40/40/20)","Michigan",-2.5,"Cover",90.91,"Correct","Under",-100,321,-321,"2026-03-16 19:32"
"6539498",2026-02-07,"Maryland","Loyola Maryland",19,10,9,29,13.5,11.5,2,25,"v1","Baseline (40/40/20)","Maryland",-2,"Cover",90.91,"Correct","Over",90.91,-252,252,"2026-03-16 19:32"
"6539765",2026-02-07,"Massachusetts","Merrimack",16,5,11,21,18,7,11,25,"v1","Baseline (40/40/20)","Massachusetts",-11,"Push",0,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539763",2026-02-07,"Mercer","Marist",13,9,4,22,11,14,-3,25,"v1","Baseline (40/40/20)","Marist",-3,"No Cover",-100,"Incorrect","Under",-100,411,-411,"2026-03-16 19:32"
"6538843",2026-02-07,"North Carolina","Jacksonville",11,10,1,21,12.5,10.5,2,23,"v1","Baseline (40/40/20)","North Carolina",-2,"No Cover",-100,"Correct","Under",-100,-252,252,"2026-03-16 19:32"
"6539154",2026-02-07,"Ohio St.","Cleveland St.",17,7,10,24,14,5,9,19,"v1","Baseline (40/40/20)","Ohio St.",-9,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6538815",2026-02-07,"Penn St.","Villanova",13,14,-1,27,13.5,9,4.5,22.5,"v1","Baseline (40/40/20)","Penn St.",-4.5,"No Cover",-100,"Incorrect","Over",90.91,-907,907,"2026-03-16 19:32"
"6539691",2026-02-07,"Richmond","Robert Morris",17,7,10,24,15.5,6.5,9,22,"v1","Baseline (40/40/20)","Richmond",-9,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6538971",2026-02-07,"Rutgers","Army West Point",9,11,-2,20,8.5,10.5,-2,19,"v1","Baseline (40/40/20)","Army West Point",-2,"Push",0,"Correct","Over",90.91,252,-252,"2026-03-16 19:32"
"6539556",2026-02-07,"Syracuse","Saint Joseph's",20,2,18,22,13.5,6,7.5,19.5,"v1","Baseline (40/40/20)","Syracuse",-7.5,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6538870",2026-02-08,"St. John's (NY)","NJIT",10,17,-7,27,11.5,15,-3.5,26.5,"v1","Baseline (40/40/20)","NJIT",-3.5,"Cover",90.91,"Correct","Over",90.91,530,-530,"2026-03-16 19:32"
"6539343",2026-02-08,"Virginia","Colgate",19,14,5,33,18.5,11.5,7,30,"v1","Baseline (40/40/20)","Virginia",-7,"No Cover",-100,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539085",2026-02-10,"Iona","Lehigh",7,16,-9,23,8,16,-8,24,"v1","Baseline (40/40/20)","Lehigh",-8,"Cover",90.91,"Correct","Under",-100,2500,-2500,"2026-03-16 19:32"
"6539381",2026-02-10,"Johns Hopkins","Towson",13,11,2,24,13,11,2,24,"v1","Baseline (40/40/20)","Johns Hopkins",-2,"Push",0,"Correct","Push",0,-252,252,"2026-03-16 19:32"
"6538920",2026-02-10,"Lafayette","Binghamton",10,9,1,19,11.5,6,5.5,17.5,"v1","Baseline (40/40/20)","Lafayette",-5.5,"No Cover",-100,"Correct","Over",90.91,-1623,1623,"2026-03-16 19:32"
"6538949",2026-02-10,"Michigan","Detroit Mercy",11,7,4,18,17,7.5,9.5,24.5,"v1","Baseline (40/40/20)","Michigan",-9.5,"No Cover",-100,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539156",2026-02-10,"Ohio St.","Bellarmine",11,6,5,17,16,7.5,8.5,23.5,"v1","Baseline (40/40/20)","Ohio St.",-8.5,"No Cover",-100,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539717",2026-02-11,"Merrimack","Holy Cross",8,14,-6,22,9,13,-4,22,"v1","Baseline (40/40/20)","Holy Cross",-4,"Cover",90.91,"Correct","Push",0,690,-690,"2026-03-16 19:32"
"6539127",2026-02-11,"Wagner","Sacred Heart",10,14,-4,24,9.5,15,-5.5,24.5,"v1","Baseline (40/40/20)","Sacred Heart",-5.5,"No Cover",-100,"Correct","Under",-100,1623,-1623,"2026-03-16 19:32"
"6538845",2026-02-13,"North Carolina","High Point",20,9,11,29,20,7,13,27,"v1","Baseline (40/40/20)","North Carolina",-13,"No Cover",-100,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539669",2026-02-13,"Queens (NC)","Vermont",8,17,-9,25,11,10,1,21,"v1","Baseline (40/40/20)","Queens (NC)",-1,"No Cover",-100,"Incorrect","Over",90.91,-158,158,"2026-03-16 19:32"
"6539766",2026-02-13,"Quinnipiac","Massachusetts",8,16,-8,24,8,17.5,-9.5,25.5,"v1","Baseline (40/40/20)","Massachusetts",-9.5,"No Cover",-100,"Correct","Under",-100,2500,-2500,"2026-03-16 19:32"
"6539683",2026-02-13,"Robert Morris","Bucknell",16,12,4,28,9,13,-4,22,"v1","Baseline (40/40/20)","Bucknell",-4,"No Cover",-100,"Incorrect","Over",90.91,690,-690,"2026-03-16 19:32"
"6539558",2026-02-13,"Syracuse","Maryland",11,9,2,20,12.5,9,3.5,21.5,"v1","Baseline (40/40/20)","Syracuse",-3.5,"No Cover",-100,"Correct","Under",-100,-530,530,"2026-03-16 19:32"
"6539226",2026-02-13,"UMBC","Drexel",8,15,-7,23,5.5,9,-3.5,14.5,"v1","Baseline (40/40/20)","Drexel",-3.5,"Cover",90.91,"Correct","Over",90.91,530,-530,"2026-03-16 19:32"
"6539158",2026-02-14,"Air Force","Ohio St.",9,14,-5,23,6.5,15.5,-9,22,"v1","Baseline (40/40/20)","Ohio St.",-9,"No Cover",-100,"Correct","Over",90.91,2500,-2500,"2026-03-16 19:32"
"6538973",2026-02-14,"Army West Point","Yale",12,6,6,18,14.5,8,6.5,22.5,"v1","Baseline (40/40/20)","Army West Point",-6.5,"No Cover",-100,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539173",2026-02-14,"Bellarmine","Cleveland St.",10,7,3,17,13,10,3,23,"v1","Baseline (40/40/20)","Bellarmine",-3,"Push",0,"Correct","Under",-100,-411,411,"2026-03-16 19:32"
"6538922",2026-02-14,"Binghamton","St. Bonaventure",9,10,-1,19,7.5,8,-0.5,15.5,"v1","Baseline (40/40/20)","St. Bonaventure",-0.5,"Cover",90.91,"Correct","Over",90.91,126,-126,"2026-03-16 19:32"
"6539773",2026-02-14,"Bryant","Merrimack",6,13,-7,19,12.5,9.5,3,22,"v1","Baseline (40/40/20)","Bryant",-3,"No Cover",-100,"Incorrect","Under",-100,-411,411,"2026-03-16 19:32"
"6539423",2026-02-14,"Colgate","Hobart",7,6,1,13,10.5,11.5,-1,22,"v1","Baseline (40/40/20)","Hobart",-1,"No Cover",-100,"Incorrect","Under",-100,158,-158,"2026-03-16 19:32"
"6539109",2026-02-14,"Fairfield","Brown",8,10,-2,18,11,10.5,0.5,21.5,"v1","Baseline (40/40/20)","Fairfield",-0.5,"No Cover",-100,"Incorrect","Under",-100,-126,126,"2026-03-16 19:32"
"6539588",2026-02-14,"Hampton","Detroit Mercy",8,20,-12,28,13,10,3,23,"v1","Baseline (40/40/20)","Hampton",-3,"No Cover",-100,"Incorrect","Over",90.91,-411,411,"2026-03-16 19:32"
"6538896",2026-02-14,"Harvard","Providence",10,4,6,14,14,7.5,6.5,21.5,"v1","Baseline (40/40/20)","Harvard",-6.5,"No Cover",-100,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539719",2026-02-14,"Holy Cross","Sacred Heart",11,15,-4,26,10.5,13,-2.5,23.5,"v1","Baseline (40/40/20)","Sacred Heart",-2.5,"Cover",90.91,"Correct","Over",90.91,321,-321,"2026-03-16 19:32"
"6539500",2026-02-14,"Johns Hopkins","Loyola Maryland",13,7,6,20,14,11,3,25,"v1","Baseline (40/40/20)","Johns Hopkins",-3,"Cover",90.91,"Correct","Under",-100,-411,411,"2026-03-16 19:32"
"6539473",2026-02-14,"LIU","Monmouth",9,8,1,17,9,9.5,-0.5,18.5,"v1","Baseline (40/40/20)","Monmouth",-0.5,"No Cover",-100,"Incorrect","Under",-100,126,-126,"2026-03-16 19:32"
"6539129",2026-02-14,"Manhattan","Wagner",10,5,5,15,10,10.5,-0.5,20.5,"v1","Baseline (40/40/20)","Wagner",-0.5,"No Cover",-100,"Incorrect","Under",-100,126,-126,"2026-03-16 19:32"
"6539412",2026-02-14,"Marquette","Notre Dame",11,16,-5,27,9.5,18,-8.5,27.5,"v1","Baseline (40/40/20)","Notre Dame",-8.5,"No Cover",-100,"Correct","Under",-100,2500,-2500,"2026-03-16 19:32"
"6538951",2026-02-14,"Michigan","Lehigh",13,14,-1,27,14.5,11.5,3,26,"v1","Baseline (40/40/20)","Michigan",-3,"No Cover",-100,"Incorrect","Over",90.91,-411,411,"2026-03-16 19:32"
"6539443",2026-02-14,"NJIT","Lafayette",9,19,-10,28,11,14,-3,25,"v1","Baseline (40/40/20)","Lafayette",-3,"Cover",90.91,"Correct","Over",90.91,411,-411,"2026-03-16 19:32"
"6538999",2026-02-14,"Penn","Georgetown",9,12,-3,21,11,9,2,20,"v1","Baseline (40/40/20)","Penn",-2,"No Cover",-100,"Incorrect","Over",90.91,-252,252,"2026-03-16 19:32"
"6539369",2026-02-14,"Princeton","Penn St.",7,13,-6,20,11.5,13.5,-2,25,"v1","Baseline (40/40/20)","Penn St.",-2,"Cover",90.91,"Correct","Under",-100,252,-252,"2026-03-16 19:32"
"6539345",2026-02-14,"Richmond","Virginia",18,12,6,30,16.5,10,6.5,26.5,"v1","Baseline (40/40/20)","Richmond",-6.5,"No Cover",-100,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539526",2026-02-14,"Siena","Hofstra",14,10,4,24,10,8,2,18,"v1","Baseline (40/40/20)","Siena",-2,"Cover",90.91,"Correct","Over",90.91,-252,252,"2026-03-16 19:32"
"6538872",2026-02-14,"St. John's (NY)","Delaware",11,12,-1,23,12,7.5,4.5,19.5,"v1","Baseline (40/40/20)","St. John's (NY)",-4.5,"No Cover",-100,"Incorrect","Over",90.91,-907,907,"2026-03-16 19:32"
"6539064",2026-02-14,"Stony Brook","Rutgers",11,14,-3,25,9,11.5,-2.5,20.5,"v1","Baseline (40/40/20)","Rutgers",-2.5,"Cover",90.91,"Correct","Over",90.91,321,-321,"2026-03-16 19:32"
"6539321",2026-02-14,"Towson","Navy",12,8,4,20,12.5,13.5,-1,26,"v1","Baseline (40/40/20)","Navy",-1,"No Cover",-100,"Incorrect","Under",-100,158,-158,"2026-03-16 19:32"
"6539622",2026-02-14,"UAlbany","Cornell",10,11,-1,21,11.5,13,-1.5,24.5,"v1","Baseline (40/40/20)","Cornell",-1.5,"No Cover",-100,"Correct","Under",-100,199,-199,"2026-03-16 19:32"
"6539264",2026-02-14,"Utah","Denver",7,8,-1,15,11.5,8,3.5,19.5,"v1","Baseline (40/40/20)","Utah",-3.5,"No Cover",-100,"Incorrect","Under",-100,-530,530,"2026-03-16 19:32"
"6539195",2026-02-14,"VMI","Mercer",12,16,-4,28,15.5,14,1.5,29.5,"v1","Baseline (40/40/20)","VMI",-1.5,"No Cover",-100,"Incorrect","Under",-100,-199,199,"2026-03-16 19:32"
"6538817",2026-02-14,"Villanova","Saint Joseph's",9,11,-2,20,10.5,7,3.5,17.5,"v1","Baseline (40/40/20)","Villanova",-3.5,"No Cover",-100,"Incorrect","Over",90.91,-530,530,"2026-03-16 19:32"
"6539770",2026-02-15,"Boston U.","Dartmouth",13,5,8,18,14,12,2,26,"v1","Baseline (40/40/20)","Boston U.",-2,"Cover",90.91,"Correct","Under",-100,-252,252,"2026-03-16 19:32"
"6539705",2026-02-15,"Duke","Vermont",22,6,16,28,19.5,7.5,12,27,"v1","Baseline (40/40/20)","Duke",-12,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6538847",2026-02-15,"North Carolina","Iona",23,7,16,30,20.5,5,15.5,25.5,"v1","Baseline (40/40/20)","North Carolina",-15.5,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539693",2026-02-16,"Richmond","Mercer",15,5,10,20,19,8,11,27,"v1","Baseline (40/40/20)","Richmond",-11,"No Cover",-100,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
