"game_id","game_date","home_team","away_team","home_score","away_score","actual_margin","actual_total","proj_home","proj_away","proj_spread","proj_total","model_id","model_name","model_fav","model_fav_spread","ats_result","ats_pnl","ml_result","ou_result","ou_pnl","impl_ml_home","impl_ml_away","graded_at"
"6539709",2026-02-28,"Vermont","Quinnipiac",15,8,7,23,14.5,10,4.5,24.5,"v1","Baseline (40/40/20)","Vermont",-4.5,"Cover",90.91,"Correct","Under",-100,-907,907,"2026-03-16 19:32"
"6539349",2026-02-28,"Virginia","Johns Hopkins",13,14,-1,27,14,13.5,0.5,27.5,"v1","Baseline (40/40/20)","Virginia",-0.5,"No Cover",-100,"Incorrect","Under",-100,-126,126,"2026-03-16 19:32"
"6539574",2026-03-01,"Bellarmine","LIU",7,15,-8,22,10,15,-5,25,"v1","Baseline (40/40/20)","LIU",-5,"Cover",90.91,"Correct","Under",-100,1206,-1206,"2026-03-16 19:32"
"6539614",2026-03-01,"Duke","Saint Joseph's",12,6,6,18,19.5,5.5,14,25,"v1","Baseline (40/40/20)","Duke",-14,"No Cover",-100,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539562",2026-03-01,"Penn","Syracuse",8,9,-1,17,8.5,10,-1.5,18.5,"v1","Baseline (40/40/20)","Syracuse",-1.5,"No Cover",-100,"Correct","Under",-100,199,-199,"2026-03-16 19:32"
"6538853",2026-03-01,"Princeton","North Carolina",11,9,2,20,10,14,-4,24,"v1","Baseline (40/40/20)","North Carolina",-4,"No Cover",-100,"Incorrect","Under",-100,690,-690,"2026-03-16 19:32"
"6539548",2026-03-02,"Providence","Merrimack",16,9,7,25,14,8,6,22,"v1","Baseline (40/40/20)","Providence",-6,"Cover",90.91,"Correct","Over",90.91,-2213,2213,"2026-03-16 19:32"
"6538823",2026-03-03,"Drexel","Villanova",10,11,-1,21,10,7.5,2.5,17.5,"v1","Baseline (40/40/20)","Drexel",-2.5,"No Cover",-100,"Incorrect","Over",90.91,-321,321,"2026-03-16 19:32"
"6539351",2026-03-03,"High Point","Virginia",7,14,-7,21,10,18,-8,28,"v1","Baseline (40/40/20)","Virginia",-8,"No Cover",-100,"Correct","Under",-100,2500,-2500,"2026-03-16 19:32"
"6539386",2026-03-03,"Loyola Maryland","Towson",17,13,4,30,13,13.5,-0.5,26.5,"v1","Baseline (40/40/20)","Towson",-0.5,"No Cover",-100,"Incorrect","Over",90.91,126,-126,"2026-03-16 19:32"
"6539747",2026-03-03,"Massachusetts","UMass Lowell",18,8,10,26,15,8.5,6.5,23.5,"v1","Baseline (40/40/20)","Massachusetts",-6.5,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539449",2026-03-03,"NJIT","Monmouth",9,5,4,14,10,12,-2,22,"v1","Baseline (40/40/20)","Monmouth",-2,"No Cover",-100,"Incorrect","Under",-100,252,-252,"2026-03-16 19:32"
"6539285",2026-03-06,"Delaware","Maryland",8,13,-5,21,7,14,-7,21,"v1","Baseline (40/40/20)","Maryland",-7,"No Cover",-100,"Correct","Push",0,2500,-2500,"2026-03-16 19:32"
"6538979",2026-03-06,"Lafayette","Army West Point",10,9,1,19,9.5,10,-0.5,19.5,"v1","Baseline (40/40/20)","Army West Point",-0.5,"No Cover",-100,"Incorrect","Under",-100,126,-126,"2026-03-16 19:32"
"6539731",2026-03-07,"Air Force","Duke",6,21,-15,27,6.5,23,-16.5,29.5,"v1","Baseline (40/40/20)","Duke",-16.5,"No Cover",-100,"Correct","Under",-100,2500,-2500,"2026-03-16 19:32"
"6538930",2026-03-07,"Binghamton","Stony Brook",6,9,-3,15,8,8.5,-0.5,16.5,"v1","Baseline (40/40/20)","Stony Brook",-0.5,"Cover",90.91,"Correct","Under",-100,126,-126,"2026-03-16 19:32"
"6538796",2026-03-07,"Canisius","Iona",10,5,5,15,11.5,6,5.5,17.5,"v1","Baseline (40/40/20)","Canisius",-5.5,"No Cover",-100,"Correct","Under",-100,-1623,1623,"2026-03-16 19:32"
"6539177",2026-03-07,"Cleveland St.","St. Bonaventure",12,11,1,23,7.5,11,-3.5,18.5,"v1","Baseline (40/40/20)","St. Bonaventure",-3.5,"No Cover",-100,"Incorrect","Over",90.91,530,-530,"2026-03-16 19:32"
"6539046",2026-03-07,"Fairfield","Yale",14,15,-1,29,13.5,12.5,1,26,"v1","Baseline (40/40/20)","Fairfield",-1,"No Cover",-100,"Incorrect","Over",90.91,-158,158,"2026-03-16 19:32"
"6539520",2026-03-07,"Hofstra","UMBC",11,10,1,21,6.5,4.5,2,11,"v1","Baseline (40/40/20)","Hofstra",-2,"No Cover",-100,"Correct","Over",90.91,-252,252,"2026-03-16 19:32"
"6539600",2026-03-07,"Holy Cross","Colgate",11,10,1,21,13,10,3,23,"v1","Baseline (40/40/20)","Holy Cross",-3,"No Cover",-100,"Correct","Under",-100,-411,411,"2026-03-16 19:32"
"6584365",2026-03-07,"Jacksonville","Detroit Mercy",18,4,14,22,18,6,12,24,"v1","Baseline (40/40/20)","Jacksonville",-12,"Cover",90.91,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539564",2026-03-07,"Johns Hopkins","Syracuse",8,12,-4,20,9.5,11.5,-2,21,"v1","Baseline (40/40/20)","Syracuse",-2,"Cover",90.91,"Correct","Under",-100,252,-252,"2026-03-16 19:32"
"6539576",2026-03-07,"LIU","Queens (NC)",13,9,4,22,11.5,9,2.5,20.5,"v1","Baseline (40/40/20)","LIU",-2.5,"Cover",90.91,"Correct","Over",90.91,-321,321,"2026-03-16 19:32"
"6588413",2026-03-07,"Lehigh","Boston U.",13,14,-1,27,12,15.5,-3.5,27.5,"v1","Baseline (40/40/20)","Boston U.",-3.5,"No Cover",-100,"Correct","Under",-100,530,-530,"2026-03-16 19:32"
"6539508",2026-03-07,"Loyola Maryland","Providence",15,9,6,24,12,11.5,0.5,23.5,"v1","Baseline (40/40/20)","Loyola Maryland",-0.5,"Cover",90.91,"Correct","Over",90.91,-126,126,"2026-03-16 19:32"
"6539026",2026-03-07,"Marist","Mount St. Mary's",16,9,7,25,13.5,7.5,6,21,"v1","Baseline (40/40/20)","Marist",-6,"Cover",90.91,"Correct","Over",90.91,-2213,2213,"2026-03-16 19:32"
"6539416",2026-03-07,"Marquette","Mercer",21,12,9,33,15,12.5,2.5,27.5,"v1","Baseline (40/40/20)","Marquette",-2.5,"Cover",90.91,"Correct","Over",90.91,-321,321,"2026-03-16 19:32"
"6539711",2026-03-07,"Massachusetts","Vermont",7,6,1,13,14.5,8.5,6,23,"v1","Baseline (40/40/20)","Massachusetts",-6,"No Cover",-100,"Correct","Under",-100,-2213,2213,"2026-03-16 19:32"
"6538904",2026-03-07,"Michigan","Harvard",7,17,-10,24,9.5,14.5,-5,24,"v1","Baseline (40/40/20)","Harvard",-5,"Cover",90.91,"Correct","Push",0,1206,-1206,"2026-03-16 19:32"
"6539327",2026-03-07,"Navy","Bucknell",16,12,4,28,12,12.5,-0.5,24.5,"v1","Baseline (40/40/20)","Bucknell",-0.5,"No Cover",-100,"Incorrect","Over",90.91,126,-126,"2026-03-16 19:32"
"6538855",2026-03-07,"North Carolina","Brown",19,7,12,26,14.5,7.5,7,22,"v1","Baseline (40/40/20)","North Carolina",-7,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539162",2026-03-07,"Ohio St.","Notre Dame",8,9,-1,17,10.5,11,-0.5,21.5,"v1","Baseline (40/40/20)","Notre Dame",-0.5,"Cover",90.91,"Correct","Under",-100,126,-126,"2026-03-16 19:32"
"6584594",2026-03-07,"Penn St.","Cornell",19,7,12,26,15,10,5,25,"v1","Baseline (40/40/20)","Penn St.",-5,"Cover",90.91,"Correct","Over",90.91,-1206,1206,"2026-03-16 19:32"
"6539070",2026-03-07,"Princeton","Rutgers",20,9,11,29,11,10.5,0.5,21.5,"v1","Baseline (40/40/20)","Princeton",-0.5,"Cover",90.91,"Correct","Over",90.91,-126,126,"2026-03-16 19:32"
"6539660",2026-03-07,"Quinnipiac","Siena",11,18,-7,29,10,16.5,-6.5,26.5,"v1","Baseline (40/40/20)","Siena",-6.5,"Cover",90.91,"Correct","Over",90.91,2500,-2500,"2026-03-16 19:32"
"6539005",2026-03-07,"Richmond","Georgetown",14,10,4,24,15,8,7,23,"v1","Baseline (40/40/20)","Richmond",-7,"No Cover",-100,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539753",2026-03-07,"Robert Morris","Bellarmine",14,11,3,25,12.5,11.5,1,24,"v1","Baseline (40/40/20)","Robert Morris",-1,"Cover",90.91,"Correct","Over",90.91,-158,158,"2026-03-16 19:32"
"6585348",2026-03-07,"Sacred Heart","Merrimack",12,10,2,22,18.5,8.5,10,27,"v1","Baseline (40/40/20)","Sacred Heart",-10,"No Cover",-100,"Correct","Under",-100,-2500,2500,"2026-03-16 19:32"
"6539230",2026-03-07,"Saint Joseph's","Drexel",10,7,3,17,7,11.5,-4.5,18.5,"v1","Baseline (40/40/20)","Drexel",-4.5,"No Cover",-100,"Incorrect","Under",-100,907,-907,"2026-03-16 19:32"
"6538880",2026-03-07,"St. John's (NY)","Bryant",7,11,-4,18,11,10.5,0.5,21.5,"v1","Baseline (40/40/20)","St. John's (NY)",-0.5,"No Cover",-100,"Incorrect","Under",-100,-126,126,"2026-03-16 19:32"
"6539431",2026-03-07,"UAlbany","Hobart",14,10,4,24,11,10.5,0.5,21.5,"v1","Baseline (40/40/20)","UAlbany",-0.5,"Cover",90.91,"Correct","Over",90.91,-126,126,"2026-03-16 19:32"
"6539268",2026-03-07,"Utah","Dartmouth",17,10,7,27,16,9.5,6.5,25.5,"v1","Baseline (40/40/20)","Utah",-6.5,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539203",2026-03-07,"VMI","Monmouth",9,8,1,17,9,14,-5,23,"v1","Baseline (40/40/20)","Monmouth",-5,"No Cover",-100,"Incorrect","Under",-100,1206,-1206,"2026-03-16 19:32"
"6539353",2026-03-07,"Virginia","Towson",9,13,-4,22,15,13.5,1.5,28.5,"v1","Baseline (40/40/20)","Virginia",-1.5,"No Cover",-100,"Incorrect","Under",-100,-199,199,"2026-03-16 19:32"
"6539136",2026-03-07,"Wagner","NJIT",14,12,2,26,11,14.5,-3.5,25.5,"v1","Baseline (40/40/20)","NJIT",-3.5,"No Cover",-100,"Incorrect","Over",90.91,530,-530,"2026-03-16 19:32"
"6538825",2026-03-08,"Villanova","Penn",6,10,-4,16,8,9.5,-1.5,17.5,"v1","Baseline (40/40/20)","Penn",-1.5,"Cover",90.91,"Correct","Under",-100,199,-199,"2026-03-16 19:32"
"6539769",2026-03-10,"Fairfield","Dartmouth",10,16,-6,26,11.5,13.5,-2,25,"v1","Baseline (40/40/20)","Dartmouth",-2,"Cover",90.91,"Correct","Over",90.91,252,-252,"2026-03-16 19:32"
"6539007",2026-03-10,"Georgetown","UAlbany",16,8,8,24,13,11,2,24,"v1","Baseline (40/40/20)","Georgetown",-2,"Cover",90.91,"Correct","Push",0,-252,252,"2026-03-16 19:32"
"6539329",2026-03-10,"Jacksonville","Navy",9,10,-1,19,14,10,4,24,"v1","Baseline (40/40/20)","Jacksonville",-4,"No Cover",-100,"Incorrect","Under",-100,-690,690,"2026-03-16 19:32"
"6538798",2026-03-10,"St. Bonaventure","Canisius",11,10,1,21,9,8,1,17,"v1","Baseline (40/40/20)","St. Bonaventure",-1,"Push",0,"Correct","Over",90.91,-158,158,"2026-03-16 19:32"
"6538882",2026-03-10,"St. John's (NY)","Rutgers",4,19,-15,23,9,13,-4,22,"v1","Baseline (40/40/20)","Rutgers",-4,"Cover",90.91,"Correct","Over",90.91,690,-690,"2026-03-16 19:32"
"6539671",2026-03-10,"UMass Lowell","Queens (NC)",5,8,-3,13,10.5,11,-0.5,21.5,"v1","Baseline (40/40/20)","Queens (NC)",-0.5,"Cover",90.91,"Correct","Under",-100,126,-126,"2026-03-16 19:32"
"6539270",2026-03-11,"Marquette","Utah",7,16,-9,23,9,18,-9,27,"v1","Baseline (40/40/20)","Utah",-9,"Push",0,"Correct","Under",-100,2500,-2500,"2026-03-16 19:32"
"6539566",2026-03-12,"Air Force","Syracuse",11,17,-6,28,7,16,-9,23,"v1","Baseline (40/40/20)","Syracuse",-9,"No Cover",-100,"Correct","Over",90.91,2500,-2500,"2026-03-16 19:32"
"6539164",2026-03-12,"Ohio St.","Denver",6,4,2,10,9,7.5,1.5,16.5,"v1","Baseline (40/40/20)","Ohio St.",-1.5,"Cover",90.91,"Correct","Under",-100,-199,199,"2026-03-16 19:32"
"6539528",2026-03-13,"Stony Brook","Hofstra",12,7,5,19,8.5,8,0.5,16.5,"v1","Baseline (40/40/20)","Stony Brook",-0.5,"Cover",90.91,"Correct","Over",90.91,-126,126,"2026-03-16 19:32"
"6538932",2026-03-14,"Binghamton","UMass Lowell",16,9,7,25,9,9.5,-0.5,18.5,"v1","Baseline (40/40/20)","UMass Lowell",-0.5,"No Cover",-100,"Incorrect","Over",90.91,126,-126,"2026-03-16 19:32"
"6538981",2026-03-14,"Boston U.","Army West Point",10,8,2,18,10,12,-2,22,"v1","Baseline (40/40/20)","Army West Point",-2,"No Cover",-100,"Incorrect","Under",-100,252,-252,"2026-03-16 19:32"
"6539602",2026-03-14,"Bucknell","Colgate",14,12,2,26,16.5,9.5,7,26,"v1","Baseline (40/40/20)","Bucknell",-7,"No Cover",-100,"Correct","Push",0,-2500,2500,"2026-03-16 19:32"
"6538800",2026-03-14,"Canisius","Quinnipiac",9,8,1,17,11.5,8.5,3,20,"v1","Baseline (40/40/20)","Canisius",-3,"No Cover",-100,"Correct","Under",-100,-411,411,"2026-03-16 19:32"
"6539117",2026-03-14,"Cornell","Brown",18,9,9,27,10.5,9.5,1,20,"v1","Baseline (40/40/20)","Cornell",-1,"Cover",90.91,"Correct","Over",90.91,-158,158,"2026-03-16 19:32"
"6539221",2026-03-14,"Drexel","Monmouth",12,8,4,20,8.5,9,-0.5,17.5,"v1","Baseline (40/40/20)","Monmouth",-0.5,"No Cover",-100,"Incorrect","Over",90.91,126,-126,"2026-03-16 19:32"
"6539592",2026-03-14,"Fairfield","Hampton",26,7,19,33,15.5,10,5.5,25.5,"v1","Baseline (40/40/20)","Fairfield",-5.5,"Cover",90.91,"Correct","Over",90.91,-1623,1623,"2026-03-16 19:32"
"6539402",2026-03-14,"High Point","Massachusetts",15,7,8,22,7.5,17,-9.5,24.5,"v1","Baseline (40/40/20)","Massachusetts",-9.5,"No Cover",-100,"Incorrect","Under",-100,2500,-2500,"2026-03-16 19:32"
"6539487",2026-03-14,"Holy Cross","Lafayette",11,9,2,20,8.5,12,-3.5,20.5,"v1","Baseline (40/40/20)","Lafayette",-3.5,"No Cover",-100,"Incorrect","Under",-100,530,-530,"2026-03-16 19:32"
"6539095",2026-03-14,"Iona","Manhattan",16,12,4,28,8,11.5,-3.5,19.5,"v1","Baseline (40/40/20)","Manhattan",-3.5,"No Cover",-100,"Incorrect","Over",90.91,530,-530,"2026-03-16 19:32"
"6539331",2026-03-14,"Johns Hopkins","Navy",14,10,4,24,12.5,12,0.5,24.5,"v1","Baseline (40/40/20)","Johns Hopkins",-0.5,"Cover",90.91,"Correct","Under",-100,-126,126,"2026-03-16 19:32"
"6539138",2026-03-14,"LIU","Wagner",20,6,14,26,13.5,8,5.5,21.5,"v1","Baseline (40/40/20)","LIU",-5.5,"Cover",90.91,"Correct","Over",90.91,-1623,1623,"2026-03-16 19:32"
"6539510",2026-03-14,"Loyola Maryland","Lehigh",10,15,-5,25,14.5,13.5,1,28,"v1","Baseline (40/40/20)","Loyola Maryland",-1,"No Cover",-100,"Incorrect","Under",-100,-158,158,"2026-03-16 19:32"
"6539355",2026-03-14,"Maryland","Virginia",13,12,1,25,13.5,14,-0.5,27.5,"v1","Baseline (40/40/20)","Virginia",-0.5,"No Cover",-100,"Incorrect","Under",-100,126,-126,"2026-03-16 19:32"
"6538884",2026-03-14,"Mercer","St. John's (NY)",12,11,1,23,12.5,13,-0.5,25.5,"v1","Baseline (40/40/20)","St. John's (NY)",-0.5,"No Cover",-100,"Incorrect","Under",-100,126,-126,"2026-03-16 19:32"
"6585865",2026-03-14,"Merrimack","Marist",9,10,-1,19,9,14,-5,23,"v1","Baseline (40/40/20)","Marist",-5,"No Cover",-100,"Correct","Under",-100,1206,-1206,"2026-03-16 19:32"
"6539034",2026-03-14,"Mount St. Mary's","Sacred Heart",9,17,-8,26,8,16.5,-8.5,24.5,"v1","Baseline (40/40/20)","Sacred Heart",-8.5,"No Cover",-100,"Correct","Over",90.91,2500,-2500,"2026-03-16 19:32"
"6539451",2026-03-14,"NJIT","Jacksonville",6,9,-3,15,11,15,-4,26,"v1","Baseline (40/40/20)","Jacksonville",-4,"No Cover",-100,"Correct","Under",-100,690,-690,"2026-03-16 19:32"
"6538957",2026-03-14,"Notre Dame","Michigan",9,4,5,13,15.5,10.5,5,26,"v1","Baseline (40/40/20)","Notre Dame",-5,"Push",0,"Correct","Under",-100,-1206,1206,"2026-03-16 19:32"
"6538906",2026-03-14,"Penn","Harvard",9,12,-3,21,8,12,-4,20,"v1","Baseline (40/40/20)","Harvard",-4,"No Cover",-100,"Correct","Over",90.91,690,-690,"2026-03-16 19:32"
"6538857",2026-03-14,"Penn St.","North Carolina",8,10,-2,18,12.5,14,-1.5,26.5,"v1","Baseline (40/40/20)","North Carolina",-1.5,"Cover",90.91,"Correct","Under",-100,199,-199,"2026-03-16 19:32"
"6539733",2026-03-14,"Providence","Duke",5,21,-16,26,7.5,16,-8.5,23.5,"v1","Baseline (40/40/20)","Duke",-8.5,"Cover",90.91,"Correct","Over",90.91,2500,-2500,"2026-03-16 19:32"
"6539287",2026-03-14,"Richmond","Delaware",17,5,12,22,17,5,12,22,"v1","Baseline (40/40/20)","Richmond",-12,"Push",0,"Correct","Push",0,-2500,2500,"2026-03-16 19:32"
"6584366",2026-03-14,"Robert Morris","Detroit Mercy",11,6,5,17,13,8,5,21,"v1","Baseline (40/40/20)","Robert Morris",-5,"Push",0,"Correct","Under",-100,-1206,1206,"2026-03-16 19:32"
"6539072",2026-03-14,"Rutgers","Bellarmine",21,8,13,29,15.5,9,6.5,24.5,"v1","Baseline (40/40/20)","Rutgers",-6.5,"Cover",90.91,"Correct","Over",90.91,-2500,2500,"2026-03-16 19:32"
"6539309",2026-03-14,"Saint Joseph's","St. Bonaventure",24,6,18,30,8,10,-2,18,"v1","Baseline (40/40/20)","St. Bonaventure",-2,"No Cover",-100,"Incorrect","Over",90.91,252,-252,"2026-03-16 19:32"
"6539628",2026-03-14,"UAlbany","Bryant",13,7,6,20,12.5,10.5,2,23,"v1","Baseline (40/40/20)","UAlbany",-2,"Cover",90.91,"Correct","Under",-100,-252,252,"2026-03-16 19:32"
"6539532",2026-03-14,"Vermont","UMBC",10,5,5,15,9,7,2,16,"v1","Baseline (40/40/20)","Vermont",-2,"Cover",90.91,"Correct","Under",-100,-252,252,"2026-03-16 19:32"
"6538827",2026-03-14,"Villanova","Towson",11,17,-6,28,11,10.5,0.5,21.5,"v1","Baseline (40/40/20)","Villanova",-0.5,"No Cover",-100,"Incorrect","Over",90.91,-126,126,"2026-03-16 19:32"
"6539048",2026-03-14,"Yale","Princeton",10,11,-1,21,11,14,-3,25,"v1","Baseline (40/40/20)","Princeton",-3,"No Cover",-100,"Correct","Under",-100,411,-411,"2026-03-16 19:32"
"6539467",2026-03-16,"Denver","Syracuse",12,13,-1,25,8.5,9,-0.5,17.5,"v1","Baseline (40/40/20)","Syracuse",-0.5,"Cover",90.91,"Correct","Over",90.91,126,-126,"2026-03-16 19:32"